accuracy,adversarial,avg_agreement_rate,avg_cost_usd,avg_dissent_rate,avg_exposure_density,avg_mean_exposure_load,avg_tokens_in,avg_tokens_out,brier_score,ccs,ccs_corrections,ccs_opportunities,chs,chs_harms,chs_opportunities,config,dataset,ece,method,model,n,output_dir,pci,pci_contaminated_switches,pci_exposed_switches,pds,run_type,seed,variant,wcr
0.66,False,0.9725,0.0,0.0275,0.0,0.0,1020.41,263.34,0.329375,0.0,0.0,0.0,0.0,0.0,0.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_43.yaml,medqa,0.3325,self_consistency,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_43,0.0,0.0,0.0,0.0,main,43,all_methods,0.34
0.56,False,0.955,0.0,0.045,0.0,0.0,901.69,228.59,0.3875,0.0,0.0,0.0,0.0,0.0,0.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_43.yaml,mmlu_pro,0.39499999999999996,self_consistency,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_43,0.0,0.0,0.0,0.0,main,43,all_methods,0.39
0.66,False,0.9425,0.0,0.0575,0.0,0.0,242.56,153.14,0.329375,0.0,0.0,0.0,0.0,0.0,0.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_43.yaml,strategyqa,0.30250000000000005,self_consistency,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_43,0.0,0.0,0.0,0.0,main,43,all_methods,0.33
0.78,False,0.965,0.0,0.035,0.0,0.0,412.91,146.24,0.17375,0.0,0.0,0.0,0.0,0.0,0.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_43.yaml,truthfulqa_mc,0.185,self_consistency,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_43,0.0,0.0,0.0,0.0,main,43,all_methods,0.18
0.0,False,1.0,0.0,0.0,0.0,0.0,137.35,56.5,0.94622,0.0,0.0,0.0,0.0,0.0,0.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_43.yaml,aime2024,0.9679999999999997,single_agent,qwen2.5:32b,20,outputs/a100_full_v10/main/qwen2_5_32b/seed_43,0.0,0.0,0.0,0.0,main,43,all_methods,1.0
0.39,False,1.0,0.0,0.0,0.0,0.0,93.45,49.18,0.5944980000000001,0.0,0.0,0.0,0.0,0.0,0.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_43.yaml,gsm8k,0.5982,single_agent,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_43,0.0,0.0,0.0,0.0,main,43,all_methods,0.61
0.3,False,1.0,0.0,0.0,0.0,0.0,104.19,54.83,0.6657719999999998,0.0,0.0,0.0,0.0,0.0,0.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_43.yaml,math500,0.6768,single_agent,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_43,0.0,0.0,0.0,0.0,main,43,all_methods,0.7
0.6,False,1.0,0.0,0.0,0.0,0.0,88.33,40.83,0.38455525000000007,0.0,0.0,0.0,0.0,0.0,0.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_43.yaml,medmcqa,0.38484999999999986,single_agent,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_43,0.0,0.0,0.0,0.0,main,43,all_methods,0.4
0.66,False,1.0,0.0,0.0,0.0,0.0,248.34,59.78,0.33330000000000015,0.0,0.0,0.0,0.0,0.0,0.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_43.yaml,medqa,0.32999999999999985,single_agent,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_43,0.0,0.0,0.0,0.0,main,43,all_methods,0.34
0.58,False,1.0,0.0,0.0,0.0,0.0,215.63,47.72,0.4117,0.0,0.0,0.0,0.0,0.0,0.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_43.yaml,mmlu_pro,0.4099999999999999,single_agent,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_43,0.0,0.0,0.0,0.0,main,43,all_methods,0.42
0.65,False,1.0,0.0,0.0,0.0,0.0,52.87,36.17,0.3431000000000002,0.0,0.0,0.0,0.0,0.0,0.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_43.yaml,strategyqa,0.33999999999999986,single_agent,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_43,0.0,0.0,0.0,0.0,main,43,all_methods,0.35
0.78,False,1.0,0.0,0.0,0.0,0.0,96.34,34.89,0.2157,0.0,0.0,0.0,0.0,0.0,0.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_43.yaml,truthfulqa_mc,0.20999999999999985,single_agent,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_43,0.0,0.0,0.0,0.0,main,43,all_methods,0.22
0.0,False,0.975,0.0,0.025,0.5,3.5,2255.25,346.6,1.0,0.0,0.0,80.0,0.0,0.0,0.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_43.yaml,aime2024,1.0,standard_multi_agent_debate,qwen2.5:32b,20,outputs/a100_full_v10/main/qwen2_5_32b/seed_43,1.0,4.0,4.0,0.05,main,43,all_methods,1.0
0.66,False,0.9375,0.0,0.0625,0.5,3.5,2057.19,346.0,0.334375,0.21264367816091953,37.0,174.0,0.004424778761061947,1.0,226.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_43.yaml,gsm8k,0.3375,standard_multi_agent_debate,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_43,0.14583333333333334,7.0,48.0,0.12,main,43,all_methods,0.34
0.39,False,0.9475,0.0,0.0525,0.5,3.5,2165.25,368.63,0.5925,0.043137254901960784,11.0,255.0,0.020689655172413793,3.0,145.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_43.yaml,math500,0.5900000000000001,standard_multi_agent_debate,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_43,0.3055555555555556,11.0,36.0,0.09,main,43,all_methods,0.6
0.66,False,0.875,0.0,0.125,0.5,3.5,1819.77,296.13,0.26875,0.12418300653594772,19.0,153.0,0.044534412955465584,11.0,247.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_43.yaml,medmcqa,0.255,standard_multi_agent_debate,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_43,0.21621621621621623,8.0,37.0,0.0925,main,43,all_methods,0.32
0.66,False,0.8775,0.0,0.1225,0.5,3.5,2618.55,356.17,0.27375,0.1267605633802817,18.0,142.0,0.07364341085271318,19.0,258.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_43.yaml,medqa,0.245,standard_multi_agent_debate,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_43,0.041666666666666664,2.0,48.0,0.12,main,43,all_methods,0.34
0.64,False,0.92875,0.0,0.07125,0.5,3.5,2435.56,328.72,0.30625,0.12658227848101267,20.0,158.0,0.024793388429752067,6.0,242.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_43.yaml,mmlu_pro,0.30500000000000005,standard_multi_agent_debate,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_43,0.14285714285714285,5.0,35.0,0.0875,main,43,all_methods,0.34
0.65,False,0.92375,0.0,0.07625,0.5,3.5,1585.51,264.09,0.32,0.07586206896551724,11.0,145.0,0.047058823529411764,12.0,255.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_43.yaml,strategyqa,0.29500000000000004,standard_multi_agent_debate,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_43,0.391304347826087,9.0,23.0,0.0575,main,43,all_methods,0.34
0.77,False,0.90875,0.0,0.09125,0.5,3.5,1731.61,255.78,0.1575,0.09782608695652174,9.0,92.0,0.02922077922077922,9.0,308.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_43.yaml,truthfulqa_mc,0.16,standard_multi_agent_debate,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_43,0.05405405405405406,2.0,37.0,0.0925,main,43,all_methods,0.19
0.0,False,0.8,0.0,0.2,0.0,0.0,427.3,209.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,aime2024,0.8,adaptive_stability_detection,qwen2.5:32b,20,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.0,0.0,0.0,0.0,main,44,all_methods,0.55
0.38,False,0.8958333333333333,0.0,0.10416666666666666,0.0,0.0,310.58,184.12,0.46298611111111115,0.0,0.0,0.0,0.0,0.0,0.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,gsm8k,0.5158333333333333,adaptive_stability_detection,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.0,0.0,0.0,0.0,main,44,all_methods,0.37
0.31,False,0.8908333333333333,0.0,0.10916666666666666,0.0,0.0,329.8,201.08,0.540625,0.0,0.0,0.0,0.0,0.0,0.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,math500,0.5808333333333333,adaptive_stability_detection,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.0,0.0,0.0,0.0,main,44,all_methods,0.46
0.62,False,0.9666666666666667,0.0,0.03333333333333333,0.0,0.0,284.87,128.35,0.35166666666666674,0.0,0.0,0.0,0.0,0.0,0.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,medmcqa,0.34666666666666673,adaptive_stability_detection,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.0,0.0,0.0,0.0,main,44,all_methods,0.33
0.65,False,0.9825,0.0,0.0175,0.0,0.0,767.93,201.1,0.33854166666666674,0.0,0.0,0.0,0.0,0.0,0.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,medqa,0.3325,adaptive_stability_detection,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.0,0.0,0.0,0.0,main,44,all_methods,0.34
0.57,False,0.9625,0.0,0.0375,0.0,0.0,672.52,167.58,0.39479166666666665,0.0,0.0,0.0,0.0,0.0,0.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,mmlu_pro,0.39249999999999996,adaptive_stability_detection,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.0,0.0,0.0,0.0,main,44,all_methods,0.37
0.66,False,0.9633333333333333,0.0,0.03666666666666667,0.0,0.0,184.13,113.51,0.3255555555555556,0.0,0.0,0.0,0.0,0.0,0.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,strategyqa,0.3033333333333334,adaptive_stability_detection,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.0,0.0,0.0,0.0,main,44,all_methods,0.3
0.76,False,0.9733333333333333,0.0,0.026666666666666665,0.0,0.0,316.25,108.75,0.19722222222222222,0.0,0.0,0.0,0.0,0.0,0.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,truthfulqa_mc,0.2133333333333333,adaptive_stability_detection,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.0,0.0,0.0,0.0,main,44,all_methods,0.17
0.0,False,0.675,0.0,0.325,0.0,0.0,568.15,279.25,0.5053982234355225,0.0,0.0,0.0,0.0,0.0,0.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,aime2024,0.6814133698339809,agentauditor_style,qwen2.5:32b,20,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.0,0.0,0.0,0.0,main,44,all_methods,0.65
0.41,False,0.8575,0.0,0.1425,0.0,0.0,404.28,219.69,0.425625,0.0,0.0,0.0,0.0,0.0,0.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,gsm8k,0.4475,agentauditor_style,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.0,0.0,0.0,0.0,main,44,all_methods,0.44
0.31,False,0.84,0.0,0.16,0.0,0.0,438.22,252.06,0.4752465932163682,0.0,0.0,0.0,0.0,0.0,0.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,math500,0.5011989795918368,agentauditor_style,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.0,0.0,0.0,0.0,main,44,all_methods,0.53
0.64,False,0.9625,0.0,0.0375,0.0,0.0,376.58,172.78,0.33194083288263926,0.0,0.0,0.0,0.0,0.0,0.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,medmcqa,0.3456744186046512,agentauditor_style,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.0,0.0,0.0,0.0,main,44,all_methods,0.36
0.66,False,0.97,0.0,0.03,0.0,0.0,1017.38,269.12,0.3275,0.0,0.0,0.0,0.0,0.0,0.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,medqa,0.31000000000000005,agentauditor_style,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.0,0.0,0.0,0.0,main,44,all_methods,0.32
0.56,False,0.9675,0.0,0.0325,0.0,0.0,890.54,217.25,0.4052892561983471,0.0,0.0,0.0,0.0,0.0,0.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,mmlu_pro,0.4072727272727273,agentauditor_style,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.0,0.0,0.0,0.0,main,44,all_methods,0.42
0.64,False,0.97,0.0,0.03,0.0,0.0,246.01,152.67,0.32375,0.0,0.0,0.0,0.0,0.0,0.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,strategyqa,0.33000000000000007,agentauditor_style,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.0,0.0,0.0,0.0,main,44,all_methods,0.32
0.79,False,0.9775,0.0,0.0225,0.0,0.0,417.06,147.92,0.18557059029035763,0.0,0.0,0.0,0.0,0.0,0.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,truthfulqa_mc,0.1885791366906475,agentauditor_style,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.0,0.0,0.0,0.0,main,44,all_methods,0.19
0.05,False,0.9,0.0,0.1,0.25,1.75,1597.55,417.9,0.8902260077584753,0.02564102564102564,2.0,78.0,0.5,1.0,2.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,aime2024,0.927922077922078,c3_style_causal_credit_analysis,qwen2.5:32b,20,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.2,2.0,10.0,0.125,main,44,all_methods,0.9
0.67,False,0.87,0.0,0.13,0.25,1.75,1352.65,383.35,0.28436667228875023,0.2727272727272727,48.0,176.0,0.03571428571428571,8.0,224.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,gsm8k,0.2731168831168831,c3_style_causal_credit_analysis,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.04054054054054054,3.0,74.0,0.185,main,44,all_methods,0.32
0.4,False,0.9,0.0,0.1,0.25,1.75,1415.46,409.05,0.5402175746331591,0.06896551724137931,18.0,261.0,0.02877697841726619,4.0,139.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,math500,0.55,c3_style_causal_credit_analysis,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.13043478260869565,6.0,46.0,0.115,main,44,all_methods,0.57
0.64,False,0.89125,0.0,0.10875,0.25,1.75,1182.48,303.08,0.3064260414909766,0.07792207792207792,12.0,154.0,0.032520325203252036,8.0,246.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,medmcqa,0.2987012987012986,c3_style_causal_credit_analysis,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.23809523809523808,5.0,21.0,0.0525,main,44,all_methods,0.35
0.65,False,0.88875,0.0,0.11125,0.25,1.75,1930.1,384.48,0.3037729802664868,0.08843537414965986,13.0,147.0,0.05138339920948617,13.0,253.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,medqa,0.28350649350649343,c3_style_causal_credit_analysis,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.21212121212121213,7.0,33.0,0.0825,main,44,all_methods,0.33
0.59,False,0.90375,0.0,0.09625,0.25,1.75,1766.8,350.45,0.3536920222634508,0.09411764705882353,16.0,170.0,0.0391304347826087,9.0,230.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,mmlu_pro,0.36337662337662335,c3_style_causal_credit_analysis,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.18181818181818182,6.0,33.0,0.0825,main,44,all_methods,0.4
0.65,False,0.91375,0.0,0.08625,0.25,1.75,1008.0,274.08,0.32441221116545793,0.10135135135135136,15.0,148.0,0.05555555555555555,14.0,252.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,strategyqa,0.31844155844155847,c3_style_causal_credit_analysis,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.20689655172413793,6.0,29.0,0.0725,main,44,all_methods,0.31
0.81,False,0.93625,0.0,0.06375,0.25,1.75,1153.08,258.73,0.15514251981784452,0.17045454545454544,15.0,88.0,0.00641025641025641,2.0,312.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,truthfulqa_mc,0.15506493506493507,c3_style_causal_credit_analysis,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.125,3.0,24.0,0.06,main,44,all_methods,0.17
0.0,False,0.55625,0.0,0.44375,0.05803571428571428,0.40625,1386.75,489.05,0.4324049681802424,0.0196078431372549,1.0,51.0,0.0,0.0,0.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,aime2024,0.623235798891192,cider_full,qwen2.5:32b,20,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.717948717948718,28.0,39.0,0.7647058823529411,main,44,all_methods,0.35
0.4,False,0.75125,0.0,0.24875,0.05553571428571428,0.38875,1042.98,452.78,0.3585637261129768,0.43902439024390244,72.0,164.0,0.07272727272727272,8.0,110.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,gsm8k,0.41481798265170344,cider_full,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.21212121212121213,28.0,132.0,0.48175182481751827,main,44,all_methods,0.19
0.32,False,0.75375,0.0,0.24625,0.05589285714285715,0.39125,1123.56,485.92,0.4314115622387512,0.1783783783783784,33.0,185.0,0.20224719101123595,18.0,89.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,math500,0.4848421654909088,cider_full,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.3984375,51.0,128.0,0.46715328467153283,main,44,all_methods,0.33
0.62,False,0.87125,0.0,0.12875,0.054107142857142854,0.37875,939.72,337.8,0.2917227122256048,0.2727272727272727,30.0,110.0,0.16022099447513813,29.0,181.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,medmcqa,0.30950831391136313,cider_full,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.12658227848101267,10.0,79.0,0.27147766323024053,main,44,all_methods,0.27
0.66,False,0.91875,0.0,0.08125,0.05375,0.37625,2252.21,478.18,0.301498773620652,0.1111111111111111,11.0,99.0,0.10526315789473684,20.0,190.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,medqa,0.3049716909562283,cider_full,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.10638297872340426,5.0,47.0,0.16262975778546712,main,44,all_methods,0.28
0.57,False,0.85875,0.0,0.14125,0.05375,0.37625,1987.1,399.55,0.34378325650116337,0.20833333333333334,25.0,120.0,0.20359281437125748,34.0,167.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,mmlu_pro,0.35199212238980815,cider_full,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.1590909090909091,14.0,88.0,0.30662020905923343,main,44,all_methods,0.32
0.66,False,0.89,0.0,0.11,0.05357142857142857,0.375,662.11,299.06,0.3032933699990938,0.3333333333333333,34.0,102.0,0.1774193548387097,33.0,186.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,strategyqa,0.3050125318666074,cider_full,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.07462686567164178,5.0,67.0,0.2326388888888889,main,44,all_methods,0.27
0.81,False,0.945,0.0,0.055,0.05357142857142857,0.375,1002.15,280.04,0.16294122164500216,0.14814814814814814,8.0,54.0,0.025423728813559324,6.0,236.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,truthfulqa_mc,0.1794217396976554,cider_full,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.038461538461538464,1.0,26.0,0.0896551724137931,main,44,all_methods,0.14
0.0,False,0.5875,0.0,0.4125,0.08571428571428572,0.6,1518.35,472.4,0.44981158028117385,0.016129032258064516,1.0,62.0,0.0,0.0,0.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,aime2024,0.6369527628545025,cider_full_tuned,qwen2.5:32b,20,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.6666666666666666,28.0,42.0,0.6774193548387096,main,44,all_methods,0.5
0.4,False,0.7275,0.0,0.2725,0.08839285714285713,0.61875,1199.84,441.64,0.33592333239975714,0.4928909952606635,104.0,211.0,0.07482993197278912,11.0,147.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,gsm8k,0.39809807805431696,cider_full_tuned,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.15060240963855423,25.0,166.0,0.46368715083798884,main,44,all_methods,0.17
0.32,False,0.76625,0.0,0.23375,0.08946428571428572,0.62625,1286.72,469.54,0.43716689067064257,0.15447154471544716,38.0,246.0,0.13793103448275862,16.0,116.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,math500,0.49042529586250466,cider_full_tuned,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.38571428571428573,54.0,140.0,0.3867403314917127,main,44,all_methods,0.37
0.62,False,0.885,0.0,0.115,0.08857142857142858,0.62,1064.74,329.52,0.29699648260596523,0.176056338028169,25.0,142.0,0.11983471074380166,29.0,242.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,medmcqa,0.3117923400684193,cider_full_tuned,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.1388888888888889,10.0,72.0,0.1875,main,44,all_methods,0.27
0.65,False,0.91875,0.0,0.08125,0.08875,0.62125,2395.01,455.59,0.2964224979288414,0.09923664122137404,13.0,131.0,0.09448818897637795,24.0,254.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,medqa,0.2914171955181456,cider_full_tuned,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.15384615384615385,8.0,52.0,0.13506493506493505,main,44,all_methods,0.3
0.58,False,0.8675,0.0,0.1325,0.08839285714285715,0.61875,2124.13,396.25,0.33942193719041663,0.1464968152866242,23.0,157.0,0.15625,35.0,224.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,mmlu_pro,0.3335147100596201,cider_full_tuned,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.16091954022988506,14.0,87.0,0.2283464566929134,main,44,all_methods,0.34
0.65,False,0.895,0.0,0.105,0.08767857142857143,0.61375,771.41,293.83,0.3054595898185218,0.2740740740740741,37.0,135.0,0.14344262295081966,35.0,244.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,strategyqa,0.29531861904671775,cider_full_tuned,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.09722222222222222,7.0,72.0,0.18997361477572558,main,44,all_methods,0.28
0.8,False,0.94875,0.0,0.05125,0.08857142857142858,0.62,1113.89,274.54,0.16394824811455666,0.14285714285714285,10.0,70.0,0.022151898734177215,7.0,316.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,truthfulqa_mc,0.15977401573357122,cider_full_tuned,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.10714285714285714,3.0,28.0,0.07253886010362694,main,44,all_methods,0.15
0.0,False,0.5541666666666667,0.0,0.4458333333333333,0.050694444444444445,0.40555555555555556,1405.9,490.25,0.42122646901966476,0.0196078431372549,1.0,51.0,0.0,0.0,0.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,aime2024,0.6137975434791676,cider_sota,qwen2.5:32b,20,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.717948717948718,28.0,39.0,0.7647058823529411,main,44,all_methods,0.35
0.4,False,0.7511111111111112,0.0,0.24888888888888888,0.04875,0.39,1061.91,453.96,0.34049988358177435,0.43902439024390244,72.0,164.0,0.07272727272727272,8.0,110.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,gsm8k,0.4010239595717604,cider_sota,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.21212121212121213,28.0,132.0,0.48175182481751827,main,44,all_methods,0.19
0.32,False,0.7540277777777777,0.0,0.2459722222222222,0.050138888888888886,0.4011111111111111,1150.64,487.64,0.41538438497513025,0.1783783783783784,33.0,185.0,0.20224719101123595,18.0,89.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,math500,0.4715570314844798,cider_sota,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.3984375,51.0,128.0,0.46715328467153283,main,44,all_methods,0.33
0.62,False,0.87125,0.0,0.12875,0.042083333333333334,0.33666666666666667,939.72,337.8,0.28975485169234766,0.2727272727272727,30.0,110.0,0.16022099447513813,29.0,181.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,medmcqa,0.3076266425701908,cider_sota,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.12658227848101267,10.0,79.0,0.27147766323024053,main,44,all_methods,0.27
0.66,False,0.9193055555555556,0.0,0.08069444444444444,0.04291666666666666,0.34333333333333327,2256.69,478.59,0.2943168437107749,0.1111111111111111,11.0,99.0,0.10526315789473684,20.0,190.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,medqa,0.2854268465418789,cider_sota,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.10638297872340426,5.0,47.0,0.16262975778546712,main,44,all_methods,0.28
0.58,False,0.8604166666666667,0.0,0.13958333333333334,0.04513888888888888,0.36111111111111105,2002.61,400.6,0.3297114309895357,0.20833333333333334,25.0,120.0,0.20359281437125748,34.0,167.0,outputs/a100_full_v10/configs/main/qwen2_5_32b/seed_44.yaml,mmlu_pro,0.32026037933241835,cider_sota,qwen2.5:32b,100,outputs/a100_full_v10/main/qwen2_5_32b/seed_44,0.1590909090909091,14.0,88.0,0.30662020905923343,main,44,all_methods,0.32
